BLOCK;DATETIME;TX;DONAR;DONATION[PLAY];DAYSUM[PLAY];DAYRATE[AGS/PLAY];RELATED_ADDR
339079;2015-01-15 17:06:11 UTC;f59d30ea7e55d089d6535b1d2491c39c3dd912e5fb5bac3a77d7c062761006bc;12PbZjqw1uVbKTAMhvoEtiez8uk9uKo6s2;0.08;28.305;176.64723547;
339131;2015-01-15 23:46:59 UTC;29c572300b433e0f8b2781400c73d6242462731dab338e2b8ab7459227580550;1NHU17nM5Zps9bjC9YwHCg9A1BSsox8JnR;3.0;31.305;159.71889475;
339204;2015-01-16 12:36:41 UTC;71ac05355afd42be0d574d476543e637248684c3475e4d0e183aae3fda0926bc;1AoigEvRvfjgwFK1yRNrrrNKMuapoU88VR;0.7;0.7;7142.85714286;
339262;2015-01-16 22:38:24 UTC;580e94428ddd5e1a483cb31c54635a8c915396be475e2d74b7310295a809ca67;1FooFqMHCezibQMzmqWoEF8ui8T3HJA33h;1.99;2.69;1858.73605948;
339277;2015-01-17 01:12:21 UTC;e460ddf1e3e4f44002788d5e0a66213990938b60514551a5a5a01964aee4886b;12fsd7GmDFHen93ZsQDBdq4Jo5Jsb3FbNm;0.08;0.08;62500.0;
339292;2015-01-17 03:51:32 UTC;735c85fa54719f673de18793f68d6edf85c6db6c496345882752ff67be2538e9;19pAN8MSBJtMdhVweju5eBP4Ln6ce2o3gF;82.9049;82.9849;60.25192535;
339294;2015-01-17 04:26:26 UTC;0c91122bc8a4239c2e8f911cff4e9c886daffd2091a328ab2538612eb7bde619;1GmJCr7oYdG9rZDAiHXEwdUP4YivEYKBE8;2.9998;85.9847;58.14988015;
339301;2015-01-17 05:24:15 UTC;5dedda9539e463b3662f7c4e38dfe790c017a49cfe6e2d0bde6639d566af413e;18AvHmtXVxunYLna4kiZYaDa3TKN5TDdgR;30.35;116.3347;42.97943778;
339325;2015-01-17 10:08:41 UTC;d0ecb0bc3955f1f9bbf489fae32f351e86f9cdb680259f29c0808beb2e50293d;11gdNgNw9hDpA7fYGtX8QhNVB9eycuzMf;3.27;119.6047;41.80437725;
339331;2015-01-17 11:39:33 UTC;0c1beb9f08f99f817f94fa623c8145e3561f5cf10702aa37c4a6c0e650ef1a81;17RWPzFWU4vdgKyWzX1FtMhMtpCMzASgvH;1.96878307;121.57348307;41.12738957;1JauPB1r48Q8TrBxxDqDS4kzd25HrPodsV,1BQdwbkW49nYYcuCSpnRzZTcmHHYc1tG2e
339362;2015-01-17 16:31:12 UTC;12a978b61aa378095309cf00e4f137b26b3354c4f8712b09b8c34b576cf513d9;15Ac2gmor6VAQg7y5LhE9cyKZxndcyeiJY;5.0;126.57348307;39.5027448;
339409;2015-01-17 23:59:20 UTC;b8d205deced31068b7afd055bd94dcab2565e4212c74e74f42b5ae4faa1a8636;1EA1aiQ9eKQbTXZJxerVgXYQ9uS8TzVVyW;0.251;126.82448307;39.4245644;
339436;2015-01-18 05:31:12 UTC;0c4d42596069594d969d0cc51ef9df81a24969fbcd913cf6d7680e23cad0d79a;1NH8tkM76jYpa2mnCCGQavtFvvhA2UQGjm;1.00259;1.00259;4987.08345385;
339441;2015-01-18 06:13:40 UTC;d0a3c9204584c866a1d44c5dbdedf920a1f8c85be14fa99295cba57ca110ddce;18iN7W6wWirxQmue7x914PAvBKSMZ6Ey6H;4.9999;6.00249;832.98764346;
339449;2015-01-18 08:11:37 UTC;923ae54940ee186309d20f86e942026aa9abecd5a351c365d580d44ac374f134;13yBn9HgB42iJtMbF8CfYNm4k6xA3ZrF3D;0.177;6.17949;809.12826139;
339489;2015-01-18 13:00:37 UTC;bb4206f54dce9b8ac8f2e9875bc86bffc7f8e632b5c36632d2d3fcc2eb4715d5;19BLuFEwQvgjn7ZaWJKRBT5tmFshKpf2i3;2.0;8.17949;611.28505567;
339552;2015-01-18 21:55:31 UTC;4ca576ba28c19f26dd9dd3b3acaffce0d220e5c52a43ebb75f01f7ffa043e489;1NJECrvLVDbpzx5y7Gd6wH2TSXaU71aLzu;5.62505344;13.80454344;362.19959188;1JauPB1r48Q8TrBxxDqDS4kzd25HrPodsV
339578;2015-01-19 02:36:47 UTC;8b4db792d57232d31dc65f0ec2c4ee17b304f40c6afddc076c8c700dc985d6e3;15hJB1Z9tq4oNuu18nSvVBxfF3Yx7MzdTR;2.4998;2.4998;2000.1600128;
339641;2015-01-19 11:42:51 UTC;3a93e96a41a84aa58baa38f22474ba9f2e43ad828ba6b5d544f555f7c7928c70;1DvotoqrRFihkwrZuffzc2kTtdrGngRKLj;0.01;2.5098;1992.1906128;
339643;2015-01-19 12:04:05 UTC;3846503a657b8dccdd9be4f28acc5500efc3bc65478bd463c9ba3980396a7e6b;1DvotoqrRFihkwrZuffzc2kTtdrGngRKLj;0.0101;2.5199;1984.20572245;
339655;2015-01-19 14:11:41 UTC;07b00444a9871857be8f9545ae88d3b6b4cff752dc7941173c332978218d6fa7;1D9TfTRZ6S3WDiEjEXJXbi6ELJC6SMFTAL;2.0;4.5199;1106.21916414;
339722;2015-01-20 03:47:11 UTC;2c1a5da29fee401f56f6bd3d16046220c2e60f54094598950c89ab86128b6c92;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;9.1481486;9.1481486;546.55867746;
339778;2015-01-20 14:04:51 UTC;cd49ed9d1e9e6644eacfecf10b16b67d52ba7fd30d64439e2cb9451693c102ef;17wWr8tVy1G2tXaUYtJ6eZUUdko3sq93a3;0.009;9.1571486;546.02149844;
339816;2015-01-20 21:49:30 UTC;e4985897ced9b815b4e4ef4ecd8926d251a7785d1ab62e83d79a8dda300035d4;1HxdzcCZhE4XNxmmJh3hPsLiqq1oJ3kiJy;1.0;10.1571486;492.26413799;
339881;2015-01-21 10:57:54 UTC;b39e46136202f0e89fa56290d6a92ee72fde18247a7d5ef9acfd019a16f352ee;1MXDUPpiWUhXffKP4G9mke55bb4hZjEq5E;0.2;0.2;25000.0;
339885;2015-01-21 11:37:58 UTC;52a130b0d0fe59a6f6e17890c83109ee0624db4a0255b1cd3e9867a136502ebc;1CHmXnHDXBokD2eSMypRe39Zacutfp3APn;0.25;0.45;11111.11111111;
339889;2015-01-21 12:18:32 UTC;5352311289c1292822ebfb232960d8515b5ebe44646bbb306a40078d37573a56;1Btvuc9AKuVRZqyiXdnSJLTbL9Ega24gVC;15.0;15.45;323.62459547;
339892;2015-01-21 13:04:57 UTC;feec73f65ee050024766f14e6766da696af210245541b1537571e808eb56b902;1DgBWqXn8RDo2E7bWhvR6K2MmatqPB9tjx;2.74;18.19;274.87630566;1JjetuMp1puphLL5vxpLwbCdBndBYNefAT
339894;2015-01-21 13:13:58 UTC;a14f6217e1cc7df666038c2184cd5a625933076ff0fd1a7d936a3ab666f069ff;1DTbYUJC8BXFsMBmWWbSxc6j3Cw89HVGGq;1.0;19.19;260.55237103;
339894;2015-01-21 13:13:58 UTC;065c2c395efd31f2b3f1a8ef36b867b8c88538dc58adcb6b5a8f0c6842190c5d;18gWy7Yd466AeuubmWgj4De1LLHohSiEdK;1.0;20.19;247.64735017;1G4m2qmEQuZyWMRjEPeeVWfbLhD26qHGYD
339896;2015-01-21 13:33:58 UTC;888927f62691f25e842cbb75a5ac80039ce8808cfb304cf20813491a1a2bf219;1DAoapRfNzGTqU1GfKi7hJEmgeguKXXcaj;20.0;40.19;124.40905698;
339901;2015-01-21 14:01:45 UTC;8c5e88907d7d7e981810e8cc651db82a232595a2ae83268173a023bc0b67d311;1AEGntVUW3ujZKAscpCnnHYkQernxcJDQ9;2.4998;42.6898;117.12399683;
339906;2015-01-21 14:36:20 UTC;d8bacd214b0fc13bbb8e7bb21243586f7e46ce2ea1f0f85091690920f34a8f84;189W7AJAdd2GPvP19JBoq1wxA6bQ6BDq9M;1.4083;44.0981;113.38356981;
339908;2015-01-21 15:24:52 UTC;6a77e83a5080688cd5460398569ba57a689886d1ab71ba6a26db789e08236c36;18yJbrpFMLG8CjziZGhNGW86uEQXFRxNkQ;0.94947707;45.04757707;110.99376093;
339908;2015-01-21 15:24:52 UTC;2aa319bf5fa84ce496b4b4025bed184d71e67f87d1bfa538477b94d4fbcdd14a;14GScLroYFvpsWvwhqCWvMXzoimj1htZTf;1.0;46.04757707;108.58334614;
339909;2015-01-21 15:26:27 UTC;c4a77c4bf50a9d3f6166cff26ffcf757f80c1501f21bffc156a35b3360de5d04;1MPgmfBnbPPXi2iGz49znvud12UNmcpuQ;5.0;51.04757707;97.94784174;13Zj8nqPrKFs9YjgwHzJLzbi78h9Nrfrvt,1Cw2ue9a7DpkvaVfrFcsPoKMJA3b2nzukr
339912;2015-01-21 15:32:52 UTC;c0c852288eaee762034fda7264f7070eab6cd06a23d3c12b4257c5ff146ba17a;13D35Zo14tBecc8dev3RbZQjXkHzmzJCtY;0.05459;51.10216707;97.84320875;
339913;2015-01-21 15:36:14 UTC;b03cb44e2a94c072346f2927403ee9ba3aad63d05c133bee391878c75be5f97c;1JPM1wpKxJPgTY377FnUEebdUWFjFbhaLT;0.05;51.15216707;97.74756939;
339920;2015-01-21 16:56:36 UTC;dc85ef98fa5e04c1d02ebe34596a6861148151ddd588e5134ba9970b2f02d1a3;1Evw3K8BKCKQTfp4kDNojHhCpuSTpoDJVh;2.0;53.15216707;94.06954176;
339920;2015-01-21 16:56:36 UTC;b79c97c071a545405957f616150924f5e9be4b6717e2f64a03148bc678bc0e1d;1Pira79dtKEpjp5NUtCm7JUgPeu9sZPJ17;0.401;53.55316707;93.36515978;
339920;2015-01-21 16:56:36 UTC;b89bf43a8b411463e795cf6a0f1b29130b808051834a3a2bb81e339d4a9bec9a;1HZsEeewP4NNEkGJoNArLMDUX3t8ePkj94;1.0;54.55316707;91.65370717;
339931;2015-01-21 18:05:22 UTC;371467c488deb64db3614eefde81de8761bba52304476d0836462b3999a3a154;16QzmqUYodfe3J41FgEc4nBmbuzysSqKbn;0.5;55.05316707;90.82129632;1C45LWt5VAxRi2GHvTBsR7JbuVNqZdkbPo
339953;2015-01-21 21:08:47 UTC;3ef5976bb62805405a7377e665159097013dedde761116e7b20a015d29badeff;1EXdCVtaKk8UfkUJdpyCzShGYFtXDWR7aA;1.0;56.05316707;89.20102576;
339967;2015-01-21 22:39:12 UTC;143d50994fed2a77eb66dd051f1020446e031409d0564ec666e9bfce858fabff;14SPWrycbRF9h8vAqwMtxzTsRFH9CPxJg9;1.0099;57.06306707;87.62234939;
339984;2015-01-22 01:18:11 UTC;f407ecc30f36b86531478d3a2e90fbbd6e4c6bfc5080eeaabee34fbc37269504;1NRop6vedQFMJtnUfheAVExH3Pw1Q27TNU;2.0;2.0;2500.0;14kPvKzRzfaGhfzSkrvakU2myq8Ueq8UzK
340017;2015-01-22 06:37:23 UTC;135de514aa52e3b156eb46b25d5d7812b973d694f5b780ceac56bf658758a240;1JnsLiHkWPPTNNtvHDdN6HCzi224eQC1dP;130.942;132.942;37.61038648;
340021;2015-01-22 07:40:59 UTC;da676f661325431d9bc614c1d9291d329c9f4a29d28641865ad507d830454715;1Ni3YshGAfR2X6J7zuEbbJqbYgKF8vnn3t;1.7142;134.6562;37.13159884;
340022;2015-01-22 08:05:06 UTC;263c49d61012d6e17f01146a16001976b045d495f796a784c5e60e50d3b1db24;197fEnPF4NX1aZKDTXB2jEeGN1D1WmLdJ1;0.1984;134.8546;37.07697031;
340022;2015-01-22 08:05:06 UTC;9c89df84c5d324e617bd9983faf0605550c1f669c6a8ba11a831ce4ab8626936;1Ebwb54UVKMMcgzWFFTvk8jPJCrrnbix9T;0.1;134.9546;37.04949665;
340031;2015-01-22 09:58:26 UTC;fbc50c8364d07a86a7280fe814b26f3dedf0384d7a5c8c7116507c1b7d1e4f4a;1ConmVe6DFVk2av3YkdfqRgpvPBNDnYvPs;0.037;134.9916;37.03934171;
340036;2015-01-22 10:45:21 UTC;3660b3f007f3b1b91e993ac4d8903c0eba4d3528bb6a513fd6e6307998d1080d;1JnsLiHkWPPTNNtvHDdN6HCzi224eQC1dP;34.848;169.8396;29.43954178;
340085;2015-01-22 18:35:11 UTC;e021a969aed81e7f453191548f13b871a8834a4d645900c37d1821a8cd49a730;1P5mtGFeEeYGGqc1nUK34JPwS98VkqKFM1;0.5;170.3396;29.35312752;
340128;2015-01-23 03:17:28 UTC;8a9e65fd344dbb4d0084cb8052f48030d747b8ae2b0c0210f50b158e5a42c03c;156vteRrVWLppoKB7F5hYckwsKT6g7c28V;1.0;1.0;5000.0;
340128;2015-01-23 03:17:28 UTC;f1e9d818697f6af6443bb179bf99dbf61278448009239e687919e7ecae509dfc;19P8ti22VokMygwHzAio2PERa3ToXNkooM;0.01;1.01;4950.4950495;
340129;2015-01-23 03:33:34 UTC;4d992ebc037fd9b0c53d4ab8796de89f9748226cff627457d72d3cb493e3169a;1j15YVa6fu8hTJsJWJgBNUsibYxygVJE7;0.1;1.11;4504.5045045;
340129;2015-01-23 03:33:34 UTC;cdc6c87a76362fa106d5d859ebb86ff9258f4dabfe5cc0de8a5001b9a8e366b4;1JnsLiHkWPPTNNtvHDdN6HCzi224eQC1dP;34.94;36.05;138.6962552;
340148;2015-01-23 07:08:20 UTC;b8cb7559d155278418cfc8744b85dffa0046cec430606bf0f1c962b7fda4fd65;19a3W8faAuJPu9cVR96qu9apTj46hEzEbV;0.25;36.3;137.74104683;
340149;2015-01-23 07:01:36 UTC;602a2ea33263c2df58491675ada3dd4d6bb0918d06bdb58002a41792e7df6d04;15aq5duinB3pLZCDa9UVtcig5dEjzbxdE1;0.0538;36.3538;137.53720381;
340157;2015-01-23 08:35:48 UTC;2d032fbdbc11ec7fb7c01ea5dc123233b623aa070513f0620c14ada160393bf5;1CoAwUnrax8jm26J41GLLH7FaPALtsmYTP;1.0;37.3538;133.8551901;
340157;2015-01-23 08:35:48 UTC;63d52bfa8300a663f65e7e0a2674e795f3c1e25e9f529496e426f843ef07a5d7;1JXZTHYVpM1ZGuHNKmvYAMhCy7PHtDcn2g;5.0;42.3538;118.0531617;
340160;2015-01-23 09:47:33 UTC;00bad4cab09ab2884ff4e75b314f8beb134a68922add64ed7ac40348ebf69cc9;15aq5duinB3pLZCDa9UVtcig5dEjzbxdE1;0.059;42.4128;117.88893919;
340183;2015-01-23 14:50:49 UTC;0a43e3ef3cf7e5ca67d9d501097535da0cfb93cc58493494535b04e5acc2e7fb;17tBt8CbRrpyNqtKM6HGuWoN514m2uovAV;0.69;43.1028;116.00174467;
340199;2015-01-23 16:37:56 UTC;646d0b51c6363a3ca3d64bb9fb7136b866a680312dcdfac9b4bfd42cd1d9e032;1DvotoqrRFihkwrZuffzc2kTtdrGngRKLj;6.95;50.0528;99.8945114;
340214;2015-01-23 19:40:33 UTC;ba53108ce2fddb4340c2ab357878e7669a0f233da8ef9d90c5cfc8298b9f561f;13sy4ZMKemcVUnJ1KyecR43q7dVPddb9Yg;0.0035;50.0563;99.88752664;15KxWH5vFudsQoeAjHUYimU8H6Y5SNLHrp
340223;2015-01-23 21:49:22 UTC;4d42f995b41eb13427273163e56a50cc45d721b4cd7a4f4ed48b3bd8eded09a2;17FL84mNHwZyNNZfzg8RS6Bn9oAp7NXMJj;0.25;50.3063;99.39112994;
340268;2015-01-24 05:44:52 UTC;e4ba29466ef333ebb64260a3b692d4dbe110d79660ed203186eb9466f63730f3;1P53ij3zYXN9w9JJRWT2HK8bLfvLBFYrKh;0.1;0.1;50000.0;
340274;2015-01-24 07:09:45 UTC;e8e1855e2736047d86ff5b42a91d7e514e784828ca808320ca6628cb0552cc0e;19H4Mo5uCBGpoYHvUgyQ1chp1w1borSXm3;1.636172;1.736172;2879.89899618;
340316;2015-01-24 16:26:51 UTC;bb400d8bc42ab84c2e197f006ef0f2be5a29a9cee2f27a05bdef645b029a758f;1GmJCr7oYdG9rZDAiHXEwdUP4YivEYKBE8;0.065127;1.801299;2775.77459378;
340317;2015-01-24 16:31:09 UTC;0ba1eeacb588a731988346b0aab3c656a17c84bf7f0448c45453de97eb68ef48;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.99173673;2.79303573;1790.16685905;
340340;2015-01-24 20:32:36 UTC;55580ff91ec803cca0803e98246b1c052de34b1e7ec9b59318b3b1f63fafd676;1AUA1y93gCEMARhgBRszncHHeBWnJzs3rG;0.1;2.89303573;1728.28836787;
340348;2015-01-24 21:39:27 UTC;0f96353db56f023ee51437669bfccef500086e96a6fd8ce235d339bfb419ecba;181f6MdQkWQkoequowTJMStrv5NJrAHxXo;3.0;5.89303573;848.45913534;
340357;2015-01-24 23:26:40 UTC;ee24aa0b7c8ca3d58b2dc2920d1aecb9d969aa4729574982ab1ef0b347cb7021;1HAeNCKBRQx5ZTkRFrPjjUdJLhCbH9paTF;0.2511;6.14413573;813.78410565;194YppFtSm7t6tCYAJwBakJU3MDv7j3KcS
340357;2015-01-24 23:26:40 UTC;6f87ba334d715e360181996d1e5d29d892da5e790b60853136025d71b9108cbe;1LPYos6Xz5BJbub2uGJ6tjBA7Qc7EYoyRd;0.07668006;6.22081579;803.7531039;
340399;2015-01-25 07:50:19 UTC;48917aa249afefb58e505273593f61d3ffefc9fa1fc733ebc9f68281d5535c64;1AArU8NfSXD9hH6DPc4kc3jK3DAwcuTj8Y;4.1;4.1;1219.51219512;
340442;2015-01-25 15:35:40 UTC;9e4da3893d783de65b9fd24c0fa3f2f79ea6eaa0a0a7b384a2ce3d9dc257acba;13U4QUfFX2tacimTkVo9MvfwzLzsfDbZYd;3.0;7.1;704.22535211;
340450;2015-01-25 17:39:07 UTC;30f889ef55362231bfcef550059cf3f39f0ed851ff86fc973bfb7647c97281f3;1DvotoqrRFihkwrZuffzc2kTtdrGngRKLj;5.36;12.46;401.28410915;
340458;2015-01-25 19:23:32 UTC;5579372dbaf6cafc44d171bb763f5da5e87721e1075c9f7023f45328ab47bbf5;17Vp9h3NQu8RNN58jM64oJeBsby4vrWxoE;0.85;13.31;375.65740045;1FqCEo4W2SgvGLuoFFLjjnwpFZEcRixPPY
340490;2015-01-26 01:06:32 UTC;2912e5d8e795d25d20b4950788e7a1d3ae526915b0ccd829b50f3103d6c2e123;1EiaddJtdaLSqqEwfwrC9VqgWAWXs9b5Mg;0.076;0.076;65789.47368421;
340490;2015-01-26 01:06:32 UTC;98ea3f232795217f82b81f51e5e845cff16d39c12bceae4561db4487bf5ea94e;1EiaddJtdaLSqqEwfwrC9VqgWAWXs9b5Mg;1.0;1.076;4646.8401487;
340511;2015-01-26 04:12:39 UTC;fb5363a7daa468fec52b7e0de6f0a30c2a6cffb22ca2fe0046c1bf02b39338cf;1xxkUzU27nQfuZJC4N2Ep6ck5HRZPtwk1;1.5;2.576;1940.99378882;1GugDwmKnVhDbVr8VkUQcB7X6bmDixKm14
340528;2015-01-26 08:52:39 UTC;f3118b95b70e07d2dcf7e8970a4dd923e08fea6e78c9eff85f2898e71db66617;1Kq2dVy5xzXhXK71jh8nKQw6EMLrFTFx4J;1.0;3.576;1398.21029083;
340609;2015-01-26 23:38:26 UTC;ba3de59d4bd5219ce4a29336621b2b107c99aca36699b8411bb8acd256eeab2f;1NsyibQXSpELwhsP9KutsiL8eGJUmDuxSA;2.0;5.576;896.70014347;
340758;2015-01-27 23:58:13 UTC;3411cce7a06cb216e69830f6aa30ac9b596074655e2ceff1a3494f5bb92d22c3;1GMZsjLg9cad8zzbMq6mk2Zv8JgLzxUTkm;0.005;0.005;1000000.0;
340759;2015-01-27 23:56:43 UTC;397fda0ff9db37512c7c9460e1b89d692503da00733d17b29976ab22f81cbadf;1GMZsjLg9cad8zzbMq6mk2Zv8JgLzxUTkm;0.0344;0.0394;126903.55329949;
340783;2015-01-28 04:04:24 UTC;d2ef9f50d3b088cffe6670e57ecbb5952b6e2a3c96fc26c777bfb6804c41ff48;12SRxvP6j96qszMevQ4Ae9fCSwfhyVq3LR;0.74990203;0.74990203;6667.53762488;
340795;2015-01-28 06:12:19 UTC;d2043ec170d73da1e949447a020fc14ecfb22d4d899afa5f1e4fd5045d4c5b84;1GmJCr7oYdG9rZDAiHXEwdUP4YivEYKBE8;1.04119982;1.79110185;2791.57770955;
340838;2015-01-28 11:37:31 UTC;06fb7c371d5cb119e104a71010653dab90987a8474a6075e423e75136aa58df1;14wzLMUaZP6Gi9zqUw3m2oehUnT37hLwVh;1.0965;2.88760185;1731.54065544;1BYXD4BVjkjBR1vk2oEpUEEeE6YzvZDNFn,12ieqV45JpeFQXqS6bHn3ujpQdJv2ZVfFF
340917;2015-01-28 23:02:00 UTC;ba1096fce26a9f1c6bf871615705e808564e61768e9355e1ff982271dd371cb0;1HuoqCQksrHUY33daSxQ24PZKh6gUPy3AD;3.0;5.88760185;849.24220886;
340965;2015-01-29 06:44:00 UTC;4ed6b941a9a06756fa6ab73db4e9bbb884a024e6a00189ad0b7a0f72d7b9efc1;13k9yBoFe2YgV3LPUtyV2m6grNryU9LzaK;5.01608547;5.01608547;996.7932225;
341125;2015-01-30 05:36:31 UTC;e6fcb87c16c7c1997856e551b2958d519a96b5a703c3e4bf1ea7f63951ec60c8;14nQv4vdkioBpaA3gib86REEGdv2FM8Ugr;0.1252;0.1252;39936.10223642;
341151;2015-01-30 10:30:13 UTC;ac9d63890ce30b6277fe6ccd2b875d0b47275e55f923c774416cb18d26787dc5;1GSfEFrG9Uc6PjfpbQdS1vBDKG3BwJ3UUf;66.863;66.9882;74.64001123;
341166;2015-01-30 14:17:25 UTC;8df9a215b59404f71b059c5f5feeabe68df5331a2ca37d6fcbc545101120517d;1ELnRK5jxTmfe9BWZfX2fAazvtpqHzAzxH;2.0;68.9882;72.47616259;
341183;2015-01-30 16:32:38 UTC;2717057571fb9d2eccd2dd2c94d1c0830b53d8b0e3713418e9b096c8c1f1e434;18nPnQH2GPgKZtJmXszJrM4hiZR2muspiQ;1.0777;70.0659;71.36138978;18CfCqznwkBmKwzAfmtiwQV4DMHm9qd73m,1Fdd1Cd8aDKtbjCELPeunbwdVkhHWQptNn
341239;2015-01-31 01:58:40 UTC;d4bd9c136292b10d41c3e95378b58215883fa189ea0e6410e93d97058c3b87b9;1K6WTiVFg2SjY6DZJ2t99yxa1Z6pgSb6fm;1.4;1.4;3571.42857143;
341261;2015-01-31 06:37:02 UTC;be7402f07533ab300edc008001b1e5109cf026d8471c5086bde5387f8cebabf1;15aq5duinB3pLZCDa9UVtcig5dEjzbxdE1;0.0557;1.4557;3434.77364842;
341273;2015-01-31 08:08:01 UTC;d497a4814a2ca8bba5254969c030a21c5b3f6bb7f2f80f24b563cd028640f6d4;1N1HYuDgkk7kaxSSJoZLoTMbgvpXg9y4uQ;1.0;2.4557;2036.07932565;
341284;2015-01-31 09:58:17 UTC;c509c397112e9fca797f649954ae9e2bb0c0cee89dded0603f78be77ab6f920c;1EUyuWY9qcWE6VkA9Qn8j45jSPjK7pZhkq;3.0;5.4557;916.47267995;
341488;2015-02-01 13:26:00 UTC;e2e056dc61594f520eb51861ed55924c6bd10a64fd9dcb79bc668e8337a70e80;1EcN3FT8reyTm4W1RSj36PzJSLiLqQoXiN;0.1023;0.1023;48875.85532747;15iD5uQ4ZuG1XZfGoSYQZcD98r2wbrVVz6
341494;2015-02-01 13:59:24 UTC;275aebe8293c1fcec1969290af65ead6c5720365c3e7131a45afd6ee83527573;1N1HYuDgkk7kaxSSJoZLoTMbgvpXg9y4uQ;1.0;1.1023;4535.97024404;1GxPLz4oCNB4GD2LspZV1vrazhkbayKJcy
341511;2015-02-01 17:02:00 UTC;bd34f2444d05566c2eb388d1933d8e68f6a09f6636bd50999871d289361b38cc;15U5jCTfXhHoKu8rG6WMvXwR6YYCtMuV1X;0.1645;1.2668;3946.95295232;
341523;2015-02-01 19:21:06 UTC;71755f7ff64b0592ec80c82dcc7340ddc41397b2214764ae2650e9fcc7f1643f;13xryvjs4tV3iTA9no9vCMBp9pYXhfWzCk;1.0;2.2668;2205.75260279;
341526;2015-02-01 19:53:19 UTC;d1f24990e24e4882576f2019e9de4483453d5efb0197dc1ebd1b70c3000b392a;1A9YG6TiidtGtoK1oySLt7WjqopSLQQBMW;34.6483368;36.9151368;135.44579361;
341532;2015-02-01 20:48:28 UTC;b6b665abe03b17e93465faba05157b1bb9979cedb6992a4a205ca966b50e3b1d;1A9YG6TiidtGtoK1oySLt7WjqopSLQQBMW;31.61686967;68.53200647;72.95861098;
341540;2015-02-01 22:51:28 UTC;74457c891fb074eba581d58b58694f069d531f80fc4f921444a4266af7516f95;14GiFowwZTg1tJsxGEmsFRHW2FXTcQJY29;1.5;70.03200647;71.39592669;1HmhYuiGWeBmKm48gjokYv5Z94pWRYpqj4
341558;2015-02-02 02:49:47 UTC;9c034504df9eff776920b08f5d12682d9af937fbd50b822c84ec6fad7accbbb7;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.05503035;0.05503035;90858.95328669;
341559;2015-02-02 03:00:24 UTC;d2e8acc671a211df4795960e1a2dcf1ddde620d3be9f8b92a89dc201b4e79b24;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.2096004;0.26463075;18894.25170733;
341560;2015-02-02 03:08:57 UTC;7c5ead9a8d946768b115bcd9493167857fb36898fe9e4cfb37c367a4588b5cc7;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.1008621;0.36549285;13680.15817546;
341561;2015-02-02 03:16:51 UTC;dc853b625f3e6d4c4ddc80f4732407a73a4899681915684ca349de6f532021e6;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.52543673;0.89092958;5612.11583075;
341561;2015-02-02 03:16:51 UTC;12eb9c3bc0e4ad7e8106609682c08df80f3992d3c129633ad100fcadd41f9a75;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.19206318;1.08299276;4616.83603499;
341563;2015-02-02 03:33:13 UTC;f68f7472cba23fdbea07e443f9f9afa97ee05bb6e350061cb1acd218382fa292;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.0040362;1.08702896;4599.69346171;
341573;2015-02-02 04:23:54 UTC;82f02da733a1d2dbdf2dc22ddd81a01a756f76423e3da0ff9bd393534e2cead3;3DPD7z66T7DXULvFZUsc4xNcVS2q68TM3u;0.03668991;1.12371887;4449.511469;
341577;2015-02-02 04:47:30 UTC;a56b1fd36ef6966dc8a6b04bfae1fe5b3e5b50a2d7166aea9aa37ca4e042da8c;174QkRu3cbycAsyrg29ZBjUZs9z5YR3nxM;1.0;2.12371887;2354.36058446;
